LocationNormalized,Id,SalaryNormalized,log_avg_salary,len_requirement,words_requirement
Port Seton,70576147.0,32500.0,10.388995368317829,948.0,127.0
Cleadon,72161176.0,32500.0,10.388995368317829,773.0,96.0
Shillingford Hill,69571054.0,32500.0,10.388995368317829,471.0,63.0
North Widcombe,70493617.0,32500.0,10.388995368317829,989.0,134.0
Castle Combe,72460283.0,32500.0,10.388995368317829,3311.0,427.0
Knowsley Park,72160440.0,32500.0,10.388995368317829,1498.0,192.0
Marylebone,71296213.0,32500.0,10.388995368317829,566.0,81.0
Bulk,70770312.0,32500.0,10.388995368317829,969.0,120.0
Stockhill,72117223.0,32500.0,10.388995368317829,2114.0,270.0
Brockhill Village,69670741.0,32500.0,10.388995368317829,2503.0,355.0
Farmoor,70764930.0,32500.0,10.388995368317829,664.0,102.0
Windlesham,71622743.0,32500.0,10.388995368317829,1774.0,250.0
Gorton,72635586.0,32500.0,10.388995368317829,1267.0,164.0
Fenstanton,68807019.0,32500.0,10.388995368317829,1400.0,190.0
Hurstpierpoint,60685479.0,32500.0,10.388995368317829,350.0,51.0
Cwm,71902761.0,32500.0,10.388995368317829,680.0,95.0
Purton,68450406.0,32500.0,10.388995368317829,1043.0,148.0
Purbrook,69776791.5,32500.0,10.388995368317829,463.0,57.0
Ayr Central,71096320.5,32485.0,10.291036333941102,1138.75,142.375
Hook,69461119.5,32453.035714285714,10.221039364514862,1358.125,176.375
Llanbedr Dyffryn Clwyd,67756382.85714285,32451.428571428572,10.231227511147722,1271.142857142857,164.57142857142858
Byfleet,70331356.7734375,32450.765625,10.31236226639879,1179.796875,153.5625
West Byfleet,68551410.4,32416.0,10.315949884419402,1283.0,173.0
Rugeley,70444005.85294117,32415.058823529413,10.279732220493957,1020.1176470588235,133.35294117647058
Lincolnshire,69172520.09066667,32410.872,10.289781801568191,1132.9733333333334,147.032
West Malling,70651686.35714285,32401.928571428572,10.275446862760685,1487.4714285714285,186.9
Gedling,70761368.0,32400.0,10.38591370178042,1258.0,162.0
Northumberland,68484412.8989899,32393.151515151516,10.289330969048672,990.4343434343434,131.07070707070707
South Lanarkshire,68676877.0687023,32374.42748091603,10.28757801567608,1092.9083969465648,142.0229007633588
Wandsworth,70087141.68421052,32335.0,10.290994400241797,965.3947368421053,125.63157894736842
Kingfisher Shopping Centre,68700090.8,32300.0,10.355241131470073,1466.4,185.0
Cliftonville,70470691.0,32290.666666666668,10.268763878820288,1120.3333333333333,145.66666666666666
Eastleigh,69830725.34302326,32223.06395348837,10.271267851281486,1670.8313953488373,211.9418604651163
Purley,70032135.36842105,32208.63157894737,10.230415364048449,1245.6842105263158,156.78947368421052
Northern Ireland,69482278.75456919,32181.17493472585,10.290481405382012,1210.8250652741515,152.98694516971278
Havant,69998116.99159664,32172.840336134454,10.269262227410183,1287.7310924369747,162.08403361344537
Devon,69450957.21776505,32170.86246418338,10.299436244495569,1135.6303724928366,148.64183381088824
Milton Keynes,69938652.14904793,32166.551543007223,10.267169773067927,1214.1490479317138,156.95075508864085
Tuttington,69765849.92307693,32153.846153846152,10.308843720834826,1224.7692307692307,157.76923076923077
Corbridge,69289582.0,32142.8,10.223480898510951,934.8,120.2
Glasgow,69493286.46576664,32103.26711668274,10.244196779160813,1065.9893924783028,137.65188042430086
Lower Sydenham,67791190.33333333,32093.0,10.363215883208587,1721.3333333333333,222.0
Crawley,69909602.22351234,32075.01886792453,10.269655831056973,1224.8127721335268,158.63134978229317
Camperdown,71036017.66666667,32058.333333333332,10.334171878269407,1152.25,150.58333333333334
Sandwich,64264276.5,32048.5,10.310699776454351,1186.75,146.25
Gourock,70276366.75,32040.0,10.101882697006433,741.25,91.5
Gullane,69281833.5,32040.0,10.268130666124037,542.0,73.5
Buntingford,70107266.5,32019.166666666668,10.103462430675298,1183.5,157.66666666666666
Southfields,69029675.0,32000.0,10.373491181781864,597.0,73.0
Rushton,69023821.0,32000.0,10.373491181781864,490.0,65.0
North Hykeham,67946058.0,32000.0,10.373491181781864,1263.0,161.0
Grafton Regis,69751000.0,32000.0,10.373491181781864,2651.0,304.0
Tongham,71593318.0,32000.0,10.373491181781864,2940.0,333.0
Rocester,68346055.0,32000.0,10.373491181781864,1078.0,137.0
Scalloway,70140744.0,31998.0,10.373428679828658,1629.0,217.0
Beverley,70099785.54285714,31987.942857142858,10.191382296083152,1311.2857142857142,172.25714285714287
Coleshill,69927305.33333333,31955.166666666668,10.251116348144576,937.4166666666666,120.41666666666667
Whittington Moor,71671522.8,31908.0,10.324311389028107,1002.6,130.1
High Wycombe,69601733.38347457,31896.207627118645,10.268886537939881,1218.042372881356,159.40254237288136
Pembrokeshire,69282109.28,31891.32,10.30124344518101,1339.4,175.48
Oxford,69754409.80561122,31866.46092184369,10.274454116970345,1200.8917835671343,155.92384769539078
Princes Risborough,70622007.72727273,31815.909090909092,10.290766821144144,1773.090909090909,228.36363636363637
Immingham,69739390.61538461,31801.69230769231,10.231158783090923,862.6923076923077,110.53846153846153
Amersham,68643619.61904761,31771.04761904762,10.252895740765565,1357.888888888889,178.6984126984127
Kingston Upon Thames,69357656.40650406,31765.56910569106,10.226316556860146,1159.9268292682927,151.0650406504065
Chilton,69839988.5,31764.0,10.346436303333302,2415.0,296.0
Worcestershire,69087424.14979757,31757.356275303642,10.30008830397302,1177.7854251012145,151.14574898785426
Cornwall,69092841.45454545,31748.07878787879,10.26288174032507,1275.6424242424243,168.47272727272727
Welwyn Garden City,69990810.85542169,31739.397590361445,10.281528638406835,1258.7710843373493,164.03614457831324
Angus,65067450.3,31734.8,10.337707413160146,1226.6,152.7
County Antrim,68881254.4,31700.0,10.245461814487204,1492.4,185.0
Merseyside,69488829.89428571,31697.042857142857,10.280719313133096,1111.6542857142856,143.52
St. Albans,69848872.19069767,31692.306976744185,10.272728949429805,1045.7674418604652,138.7674418604651
Knightsbridge,70239852.66666667,31680.0,10.193749482352635,557.3333333333334,79.33333333333333
Ruthin,71559353.0,31680.0,10.363440845928363,306.0,41.0
Taffs Well,69776692.0,31680.0,10.363440845928363,233.0,31.0
The Mounts,65205235.0,31680.0,10.363440845928363,730.0,99.0
Edinburgh Technopole,70116372.03676471,31664.316176470587,10.255410085773205,1242.3823529411766,162.3921568627451
North Rigton,70040016.61538461,31646.923076923078,10.26200584660618,1141.076923076923,148.30769230769232
Chiswick,70584052.0,31634.619047619046,10.21820328496126,1029.2380952380952,138.95238095238096
West Bromwich,69989034.11952192,31613.74501992032,10.270606533450696,1041.4382470119522,135.23107569721117
Walthamstow,71240307.33333333,31611.5,10.255037480102699,559.0,73.83333333333333
Newbury,69706399.44871795,31512.133333333335,10.234346433839088,1179.5205128205127,153.92307692307693
Pitstone,70519425.0,31500.0,10.357742824813725,2089.5,250.0
Dormans Park,68561516.5,31500.0,10.25627240281538,962.5,129.5
Silchester,72480661.0,31500.0,10.357742824813725,2489.0,290.0
Coningsby,70178821.0,31500.0,10.357616832624574,595.0,71.0
Gonerby Hill Foot,71593650.0,31500.0,10.357742824813725,544.0,67.0
Hayling Island,70067842.52380952,31498.285714285714,10.274682080356758,1305.3333333333333,168.0
Great Yarmouth,69319804.47560975,31481.670731707316,10.204619639214485,1020.6829268292682,133.7439024390244
North Yorkshire,69083954.95990565,31456.80424528302,10.244390376340148,1132.2853773584907,148.98820754716982
Southampton,69391160.85151514,31455.590909090908,10.252452853254727,1146.789393939394,147.7530303030303
Twickenham,69612960.51351352,31425.324324324323,10.250428936344736,988.6216216216217,130.64864864864865
Kirkby-In-Ashfield,67310913.5,31420.5,10.284257478511549,1227.75,169.5
Knutsford,69592906.80833334,31375.416666666668,10.20913589711406,1132.7083333333333,145.88333333333333
Churchbridge,70881108.0,31366.666666666668,10.353018383848088,916.3333333333334,117.66666666666667
Shiremoor,69869301.0,31338.0,10.314932769925528,3186.0,391.3333333333333
Marton-In-Cleveland,69477682.35862069,31317.165517241378,10.235681320842613,1243.4344827586208,158.69655172413792
Sunbury-On-Thames,70381370.8125,31303.75,10.21803033226772,1344.6875,172.3125
Redhill,70007437.29151292,31295.12546125461,10.247779412111155,1116.9594095940959,143.57564575645756
Westcliff-On-Sea,70456870.6,31282.4,10.294787419668301,1900.2,241.0
Stocksfield,68085005.0,31274.4,10.26112924155414,792.6,104.6
Filton,72267961.0,31250.0,10.348974014481062,1366.5,177.0
Fleet Street,72373604.0,31250.0,10.258735461983406,1257.5,162.0
Alston,69910826.27272727,31230.909090909092,10.316095114035518,1708.5454545454545,220.54545454545453
Harwich,70275291.8888889,31204.444444444445,10.256855419213739,1322.5555555555557,177.0
Crystal Palace,70761898.0,31200.0,10.348173373797573,550.0,87.0
Brentwood,68912862.63559322,31195.338983050846,10.242489330260264,1093.7881355932204,142.27118644067798
Bruton,70258743.95,31180.0,10.332584159986908,1115.0,141.8
Bradford-On-Avon,69136428.14285715,31174.428571428572,10.242891639750042,1304.5357142857142,171.14285714285714
Dinton,71438498.5,31166.666666666668,10.323976885619517,987.8333333333334,128.16666666666666
Bexley,69160108.64705883,31150.941176470587,10.23611611310846,1175.6470588235295,158.38235294117646
Egham,70188451.79775281,31144.247191011236,10.197868483123823,1297.8202247191011,165.76404494382024
Blackheath,70842607.66666667,31136.666666666668,10.111076285292832,672.3333333333334,88.77777777777777
Amesbury,69692824.0,31127.0,10.21926858572585,937.625,116.625
Birmingham,69681884.02874878,31103.191114015026,10.247714983716524,1152.2999019928127,150.09180006533813
Antony Estate,71261193.0,31100.0,10.295420113046623,645.2,85.6
Kings Norton,68667970.0,31094.0,10.334738294068812,1825.6666666666667,239.0
Lambeth,68095864.75471698,31068.716981132075,10.2711504267066,759.3962264150944,102.45283018867924
Royston,70048639.53125,31044.84375,10.248551840002209,1057.40625,133.8125
Bow,70640312.57142857,31022.85714285714,10.005421533994367,753.8571428571429,97.85714285714286
Craigiebuckler,69084265.0,31000.0,10.341742483467284,835.0,103.0
Fowey,67665957.33333333,31000.0,10.206492326837255,1182.3333333333333,162.0
North Barningham,70437831.0,31000.0,10.341742483467284,536.0,68.0
Egglescliffe,69084071.0,31000.0,10.341742483467284,857.0,116.0
Lewisham,70455330.05128205,30964.333333333332,10.247485954788662,1077.4358974358975,142.02564102564102
Seaford,68982988.4,30956.0,10.212482454871113,919.8,128.6
Burnham-On-Crouch,68580384.0,30950.75,10.19894069828915,832.0,112.0
Prestbury,69938920.875,30935.75,10.306790176487164,1070.6875,140.9375
Richmond,69729130.26630434,30922.233695652172,10.23210835597112,1091.3967391304348,145.39673913043478
Chelsea,69103161.07692307,30907.69230769231,10.288202693995466,729.3076923076923,100.0
Dagenham,70526640.19444445,30888.944444444445,10.260377187169123,889.8888888888889,117.19444444444444
North Ferriby,70587712.07692307,30873.076923076922,10.226770445343359,827.6153846153846,112.0
Feltham,69956322.0,30853.317073170732,10.251780150903697,1360.219512195122,176.0
West Lothian,68774582.72164948,30825.144329896906,10.23805599375789,1402.6288659793815,179.31958762886597
Basingstoke,69683702.82019705,30820.54187192118,10.238298325010803,1216.2746305418718,156.64285714285714
Gloucester,69609692.68495077,30819.48523206751,10.237328159218437,1169.0492264416316,151.21097046413502
Gwynedd,69589635.4,30818.0,10.239331969090614,1265.3,166.8
Penge,70761781.33333333,30800.0,10.335099802746479,728.0,106.0
Havering-Atte-Bower,69686305.8235294,30777.176470588234,10.285170387654361,912.8823529411765,121.58823529411765
Neasden,72082735.5,30750.0,10.32802854362648,871.0,115.5
Daresbury,69827256.0,30666.666666666668,10.27861624169023,1168.0,142.66666666666666
Leatherhead,70107671.42162162,30664.664864864866,10.215726401515246,1251.4432432432432,161.0162162162162
Berkeley,70149756.15789473,30657.894736842107,10.283428547950745,1166.2631578947369,151.31578947368422
Hillingdon,70026047.94871795,30618.333333333332,10.226688128933747,930.6666666666666,120.41025641025641
West Handley,69813849.0909091,30566.18181818182,10.259261560778343,1512.1818181818182,198.36363636363637
Cheltenham,69862642.0161551,30562.857835218092,10.234871076904197,1240.2827140549273,159.52342487883683
Shropshire,70159368.85333334,30552.733333333334,10.238852581236968,941.9133333333333,123.6
Great Usworth,71199495.0,30500.0,10.325481962595504,1716.0,223.0
Westlakes Science & Technology Park,70519130.0,30500.0,10.274456224900817,1400.5,173.5
Northfleet,71843671.33333333,30500.0,10.216741915222562,1159.0,147.0
Portsmouth,69761420.07876231,30485.398030942335,10.228971456992944,1059.6315049226441,138.9620253164557
Woking,69321107.7987013,30463.91774891775,10.223074186898682,1160.7943722943724,151.83766233766235
Kings Hill,70805847.0,30456.666666666668,10.276980441116534,827.5,106.83333333333333
Bracknell,69808903.66331658,30412.984924623117,10.218367851081798,1212.7763819095478,157.89195979899498
Winscombe,69976479.5,30400.0,10.322197887394314,743.0,105.0
Market Harborough,69566440.5483871,30384.774193548386,10.190423813785443,1063.967741935484,139.96774193548387
Milford Haven,69767798.5,30383.333333333332,10.179078407319318,690.5,94.83333333333333
Blackpool Airport,71091971.75,30375.0,10.30224008046589,1119.5,145.25
Shoreditch,69022696.52941176,30354.117647058825,10.222535562925517,1677.5882352941176,220.58823529411765
Harrow,69633928.84722222,30348.67361111111,10.201376003284345,1060.7916666666667,138.14583333333334
Helensburgh,71478234.04444444,30344.17777777778,10.268486009647582,929.3333333333334,114.91111111111111
Tetbury,69630551.47619048,30288.95238095238,10.170638119944133,1016.047619047619,135.42857142857142
Whiteley,70115711.42857143,30285.714285714286,10.267448632499455,1065.0,137.0
Yearby,67419215.5,30265.0,10.312856287606872,810.5,103.0
Methley,69618235.0,30259.0,10.31754893986965,754.0,96.0
Colindale,69580078.58333333,30250.0,10.242937757939332,1243.6666666666667,164.33333333333334
Altens,69596951.5,30248.5,10.28763285183481,412.5,51.5
Kilbarchan,70921057.5,30240.0,10.245399479085659,670.5,92.5
Yarnton,64922581.0,30235.6,10.244872304559994,1867.2,236.2
Chertsey,69917038.30909091,30229.563636363637,10.235925576734761,1093.1090909090908,141.63636363636363
Wimborne,70589824.09756097,30194.48780487805,10.226485142346096,1099.6097560975609,140.65853658536585
Queensferry,71210031.0,30159.5,10.311234943893083,415.0,52.0
Castle Cary,70429922.75,30156.25,10.184720268848045,1057.0,140.0
Foston,69632642.0,30140.0,10.214831690319565,2276.3333333333335,286.6666666666667
Workington,68281062.71794872,30128.28205128205,10.191596437592182,1032.923076923077,131.05128205128204
Medway City Estate,68573616.75,30125.0,10.255929231862385,914.0,115.0
Fareham,69728882.17913832,30116.59410430839,10.22592157925655,1240.140589569161,159.1156462585034
Hemel Hempstead,68911239.06598985,30113.395939086295,10.189548223004053,1016.3045685279188,132.7766497461929
Manchester,69278547.13680318,30109.15244596132,10.200250815902205,1113.787542662116,144.97468714448237
Hatfield,69545557.13333334,30084.508333333335,10.20094409019983,1121.025,144.38333333333333
Huntly,69843046.0,30073.454545454544,10.275445424640969,1289.3636363636363,168.45454545454547
Clevedon,67980654.41666667,30056.083333333332,9.962183828233472,919.1666666666666,124.08333333333333
Coventry,69464129.99749058,30038.24592220828,10.2107803505281,1145.8444165621079,148.83312421580928
Theale,69111408.92857143,30021.428571428572,10.247541154612303,1532.357142857143,193.42857142857142
Barnetby,68631246.0,30000.0,10.308952660644293,2165.0,294.0
Strood,68218076.0,30000.0,10.308952660644293,375.0,48.0
Holyport,66434874.0,30000.0,10.308952660644293,2752.0,345.0
Redbourne,68345355.0,30000.0,10.308952660644293,1264.5,170.5
Badminton,69369521.5,30000.0,10.294867222160944,2114.0,283.0
Ballyclare,71736205.0,30000.0,10.308952660644293,1138.0,150.0
New Quay,72167039.0,30000.0,10.305468325986247,1099.0,144.5
Whittlesey,66673466.0,30000.0,10.308952660644293,1401.0,176.0
Springside,71772238.0,30000.0,10.308952660644293,882.0,118.0
Brompton,68300434.0,30000.0,10.308952660644293,419.0,58.0
Aintree,69136687.0,30000.0,10.308952660644293,1062.0,149.0
Aston Crews,69000275.0,30000.0,10.308952660644293,1929.0,270.0
Altnagelvin,66499334.0,30000.0,10.308952660644293,436.0,64.0
Angel,67303248.0,30000.0,10.308952660644293,475.0,68.0
Charfield,67443396.0,30000.0,10.308952660644293,1742.0,228.0
Great Howarth,69194065.0,30000.0,10.308952660644293,778.0,94.0
Chellaston,69012281.0,30000.0,10.308952660644293,670.0,81.0
Shenley,72480759.0,30000.0,10.308952660644293,120.0,16.0
Drighlington,72296346.5,30000.0,10.308952660644293,1790.0,228.0
Handsworth,69005301.0,30000.0,10.308952660644293,1385.0,186.0
Tarbert,70146233.0,30000.0,10.308952660644293,929.0,123.0
West Runton,66920008.0,30000.0,10.308952660644293,616.0,83.0
Lockerbie,62011068.0,30000.0,10.308952660644293,2238.0,285.0
Ipswich,68504436.74375,29975.50625,10.169192107988913,955.30625,126.371875
Newport,68925532.14772727,29965.892045454544,10.168511273771237,1126.6079545454545,147.375
Southwark,68863501.16129032,29943.3064516129,10.243800750499163,759.8870967741935,101.54838709677419
Beccles,70904461.18181819,29934.363636363636,10.170365249289159,826.4545454545455,105.9090909090909
Cardiff,69339292.74789916,29897.197478991595,10.191278129252845,1117.362745098039,144.93697478991598
Weston-Super-Mare,68975593.03636363,29895.927272727273,10.10965120217807,936.8181818181819,122.27272727272727
Bath,69587371.45705521,29879.803680981597,10.222841904194235,1213.2852760736196,157.41717791411043
Watford,68949400.0825,29849.415,10.20228006282997,1073.31,139.8075
Isles Of Scilly,66510362.8,29816.666666666668,10.169849566596069,1070.8666666666666,146.6
County Down,69385795.5,29808.75,10.241189512302016,1090.5,138.0
Fraserburgh,69742516.29166667,29805.416666666668,10.27770376484379,1157.3333333333333,146.66666666666666
Dartford,69630149.94094488,29799.594488188977,10.205136118766175,1002.4724409448819,131.7755905511811
Westhoughton,69079853.0,29760.0,10.300920488947028,311.0,45.0
Kennoway,70177956.0,29760.0,10.300920488947028,522.0,65.0
Tayport,68436412.0,29750.0,10.265446972149476,747.5,98.5
Brightlingsea,69504073.0,29750.0,10.300584410973777,708.0,100.0
Charing Cross,68047823.0,29750.0,10.237402238823956,839.0,107.5
Shetlands,69638543.33333333,29722.0,10.287294015027912,1407.0,185.66666666666666
Inverness,67338981.0117647,29718.564705882352,10.206053394091386,901.9176470588235,118.15294117647059
Winchester,69285710.76020408,29695.793367346938,10.209992213331919,1103.5280612244899,144.8673469387755
Aboyne,65366044.7,29691.9,10.247490628783662,1027.3,133.2
Esher,69751132.26785715,29607.25,10.204492564336777,1206.3392857142858,156.35714285714286
Belfast,68448444.41054001,29586.398828887443,10.211565770754705,1308.736499674691,167.36824983734547
Hertford,70086433.37179486,29585.48717948718,10.21369198508969,1141.1153846153845,150.84615384615384
Whitstable,70355256.0,29574.0,10.191826638224615,1114.0,143.125
Carmarthenshire,69185116.71428572,29514.285714285714,10.177151351800346,1451.357142857143,186.64285714285714
Exning,69247231.5,29500.0,10.130615188674927,1843.0,245.5
Overdale Park,70200051.5,29500.0,10.286947690146071,820.0,106.5
March,69323892.66666667,29498.54761904762,10.096240870058118,1051.7142857142858,140.1904761904762
Basildon,69229909.5027933,29496.09497206704,10.171807666148284,1068.9106145251396,139.2905027932961
Sutton Green,70311250.5505618,29477.505617977527,10.202503227837171,1169.3258426966293,155.19101123595505
Bromley,69602685.05454545,29470.345454545455,10.15472516375841,1017.3,133.7
Stockton-On-Tees,68657640.44615385,29469.56923076923,10.207991571470611,1086.9076923076923,142.27692307692308
Dover,68771825.47916667,29459.125,10.146991399216404,970.6666666666666,130.5
Hampton,69263204.375,29429.25,10.0790926683398,767.5,105.375
Arbroath,67902607.62790698,29412.674418604653,10.25754782766255,1191.4418604651162,150.88372093023256
Redruth,71196519.8125,29407.6875,10.134447223119732,977.5625,126.6875
West Bridgford,70090554.92307693,29403.69230769231,10.203524273042762,988.2307692307693,127.61538461538461
Swindon Village,71112861.0,29400.0,10.288749953326773,1387.5,172.75
Borehamwood,69073873.14,29398.82,10.180989686889452,1097.58,144.46
Islington,69898788.58227848,29369.6582278481,10.228659638593408,657.0886075949367,87.07594936708861
Rochester,69845903.0673077,29352.576923076922,10.195188180996913,935.4615384615385,120.28846153846153
St. Leonards-On-Sea,65931652.666666664,29321.0,10.14924945788904,1523.0,194.08333333333334
Acton,69705613.0,29308.85714285714,10.211309115865205,922.2857142857143,120.57142857142857
Wantage,68781450.97619048,29303.095238095237,10.215659850967013,1163.595238095238,153.88095238095238
Derby,69649814.41349293,29302.883569096844,10.194212845313656,1132.9107725788901,147.25462459194776
Chandler's Ford,71471864.0,29302.666666666668,10.212079409909562,939.5,120.0
Lemington,69851460.0,29298.0,10.285274533289716,416.0,52.0
Hull,68889193.02830188,29296.990566037737,10.181359344247914,1300.9245283018868,167.4811320754717
Bedford,69410190.63299663,29276.548821548822,10.190620935066118,1062.2659932659933,137.0909090909091
Bishops Castle,69948394.75,29256.25,10.255456885152967,1165.875,156.0
Littlethorpe,68966860.0,29250.0,10.2639295203019,1396.0,189.0
Billingham,70352729.22222222,29219.37037037037,10.118882681557091,800.0370370370371,101.77777777777777
Chewton Keynsham,70757336.0,29217.0,10.282506010629309,1893.0,234.0
Sidcup,69728081.67105263,29213.697368421053,10.18216532059132,1191.1973684210527,157.72368421052633
Gibraltar,72489916.78571428,29178.571428571428,10.21577267755208,1809.7142857142858,227.0
Antrim,69128127.65555556,29177.955555555556,10.225636045065128,1186.3777777777777,151.9777777777778
Notting Hill,69240987.14285715,29171.428571428572,10.199210420106684,1357.5714285714287,185.42857142857142
Bexhill-On-Sea,69207663.16981132,29166.075471698114,10.18235461841729,1043.1132075471698,138.67924528301887
Chester Le Street,70082000.66666667,29164.555555555555,10.051847148501958,830.6666666666666,111.11111111111111
Greenwich,70067671.44927536,29159.840579710144,10.177084431314375,1122.0579710144928,151.34782608695653
Westerham,69083450.0,29073.2,10.070008088136222,923.9,127.1
Brighton,69875259.34500648,29057.364461738,10.177880134266092,1083.9377431906614,143.4863813229572
Isle Of Anglesey,70280062.41666667,29039.333333333332,10.106692207283821,775.5833333333334,100.91666666666667
Swinton,67881684.6,29028.6,10.050677932324685,965.4,124.0
Trowbridge,69722479.2090909,29019.79090909091,10.17327646770943,959.4909090909091,124.72727272727273
Beckenham,69385365.84615384,29012.153846153848,10.165840148423209,1373.1153846153845,177.6153846153846
Southgate,65254028.0,29000.0,10.275051108968611,1272.0,159.0
St. Mary Cray,69025978.0,29000.0,10.275051108968611,661.0,82.0
Ditchingham,72565151.0,29000.0,10.275051108968611,310.0,41.0
East Finchley,69746702.0,29000.0,10.275051108968611,277.0,46.0
Blantyre,72433086.66666667,29000.0,10.224764257250106,2143.6666666666665,257.6666666666667
West Leake,69966087.66666667,29000.0,10.266067855462621,1051.6666666666667,128.33333333333334
Dymock,48271651.0,29000.0,10.275051108968611,1066.0,153.0
Drybrook,69956843.0,29000.0,10.275051108968611,637.0,84.0
Seaforth,71820971.0,29000.0,10.275051108968611,1655.0,220.0
Woods Green,66903266.0,29000.0,10.275051108968611,262.0,38.0
Haddenham,70352074.5,29000.0,10.240437876843167,977.0,126.0
Edwalton,46627712.0,29000.0,10.275051108968611,576.0,75.0
West Markham,69977109.0,29000.0,10.275051108968611,476.0,67.0
Grimethorpe,71821216.0,29000.0,10.275051108968611,1930.0,238.0
Harmondsworth,69193490.0,29000.0,10.275051108968611,969.0,106.0
Throsk,69250763.0,29000.0,10.275051108968611,688.0,88.0
Worthing,69770286.93004115,28985.588477366255,10.147243512674216,950.2798353909465,124.54732510288066
Leeds,69402836.18259336,28934.841223169657,10.168278995092285,1140.6939135548369,148.28609232578654
West Drayton,70387557.0,28933.333333333332,10.272347705308556,1033.3333333333333,132.33333333333334
Warminster,69375815.18604651,28929.86046511628,10.192072832589641,1045.9883720930231,135.90697674418604
West Timperley,70067770.33333333,28916.666666666668,10.26235051657707,1326.5,173.83333333333334
Gerrards Cross,69558062.95,28916.083333333332,10.15622023351818,1345.3666666666666,175.65
Chard,69396861.27272727,28908.727272727272,10.1198671903741,1014.4545454545455,132.1818181818182
Knowsley,70263433.42105263,28883.157894736843,10.182397161131297,999.6842105263158,129.42105263157896
Dunham-On-Trent,70562719.27272727,28877.272727272728,10.210221437347766,1133.4545454545455,150.45454545454547
Epsom,69505013.53551912,28858.01092896175,10.174752655511325,1129.792349726776,147.40437158469945
Hersham,71691020.33333333,28833.333333333332,10.251266316917137,1164.0,151.0
Camden,69645929.14285715,28832.571428571428,10.167295478515015,814.9183673469388,109.3265306122449
Nottingham,69664389.05178857,28831.78270154832,10.167594478189404,1096.1009076348105,143.28723972237051
Wokingham,70042276.78343949,28830.579617834395,10.16494842434041,1155.1719745222929,150.62420382165604
Cockermouth,69641462.15789473,28820.315789473683,10.127901245814673,1029.421052631579,131.8421052631579
Ruislip,67943419.81818181,28808.545454545456,10.174728057407895,939.0909090909091,124.0909090909091
Hackney,69782741.64,28803.02,10.184196329130792,1020.48,140.12
Melrose,71244628.0,28800.5,10.092443494278061,592.0,73.75
Tilbury Juxta Clare,68237841.0,28800.0,10.268130666124037,224.0,33.0
Stancil,71541378.0,28800.0,10.245404826311864,894.4,117.8
Litherland,72117163.0,28800.0,10.268130666124037,1115.0,145.0
Hanwell,72295559.0,28800.0,10.268130666124037,372.0,53.0
Kirkhamgate,69966016.0,28800.0,10.268130666124037,663.0,85.0
Willand,70578266.0,28800.0,10.268130666124037,521.0,71.0
Weybridge,70211413.56589147,28794.891472868218,10.18616040266964,1237.9341085271317,161.62790697674419
Newham,69280057.76470588,28783.529411764706,10.22047593551718,899.1176470588235,125.05882352941177
Tingley,70070810.33333333,28773.333333333332,10.208784436487067,1362.0,170.66666666666666
North Ayrshire,69182434.43939394,28772.68181818182,10.18904037888878,970.8030303030303,127.06060606060606
Wellington College,69097986.0,28756.0,10.136932257583709,1376.0,175.5
Kelso,71111170.16666667,28755.666666666668,10.227090123087628,1017.6666666666666,127.83333333333333
Addlestone,70433151.68333334,28755.633333333335,10.200151693679686,1270.25,171.46666666666667
Winthorpe,72072674.5,28750.0,10.257813236084083,1123.5,139.0
Bourton-On-The-Water,72443851.5,28750.0,10.266355237612677,882.0,112.0
Friern Barnet,69008706.375,28745.125,10.185153409155342,846.8125,112.0625
New Malden,69897985.7,28744.0,10.240824019921913,1138.8,148.3
Turnpike Lane,72633813.0,28719.0,10.265314203614462,1318.0,172.0
Grimsby,69967226.95789474,28709.463157894737,10.11281860773761,1033.6947368421052,135.8842105263158
Carlisle,69611291.01612903,28690.612903225807,10.181038463394913,1181.5645161290322,153.5
Maidstone,69269317.13440861,28665.854838709678,10.162722083811959,992.0125448028674,131.70250896057348
Newcastle Upon Tyne,69588750.38345324,28642.81582733813,10.153898275643552,1114.7230215827337,145.67913669064748
Falmer,72514073.0,28641.0,10.255669570418682,1175.5,147.5
Girvan,68945065.25,28605.5,10.190167638849891,912.25,117.75
Merton,68621350.5,28588.18181818182,10.198443357368632,965.2727272727273,126.86363636363636
Warrington,69779921.50188679,28581.62389937107,10.139056350996306,1108.6603773584907,144.42893081761005
Edgbaston,65419254.625,28570.375,10.160245311951691,1551.25,204.625
Leiston,67974033.23076923,28551.53846153846,10.183866037864838,352.38461538461536,47.15384615384615
Newport-On-Tay,70346053.22222222,28551.222222222223,10.060495343193216,1130.0,146.88888888888889
Ham,69851458.5,28551.0,10.150267807106118,742.0,103.75
Solihull,69570296.25108226,28523.424242424244,10.141108614863214,1006.056277056277,132.995670995671
Ilford,69164912.38461539,28512.53846153846,10.144807821705141,1086.4871794871794,143.23076923076923
Peterlee,69504916.48484848,28507.21212121212,10.184087748404295,1028.6060606060605,134.6969696969697
Aylesbury,69661157.76261127,28503.359050445102,10.151064518447406,1052.0623145400593,138.00890207715133
Hertford Heath,68496122.0,28500.0,10.257659366256743,694.0,87.0
Westgate-On-Sea,71803131.0,28500.0,10.257659366256743,734.0,99.0
Cowley,46634542.0,28500.0,10.257659366256743,953.0,124.0
